企业名称,法定代表人,联系电话,省份,城市,地址,邮箱,网址,经营范围,企业类型,注册资本（万元）,币种,成立日期,统一社会信用代码,所属行业,行业代码,是否有进出口贸易,组织机构代码,经营状态,股票代码,公司名称,英文名称,公司网址,上市市场,公司业务,港股股份数目,主席,主要持股人,董事,公司秘书,注册办事处,公司总部,股份过户登记处,核数师,主要往来银行,法律顾问,电邮地址,区县,参保人数,注册资本,统一信用代码,公司代码,上市板块,A股代码,A股简称,A股上市日期,A股总股本(万股),A股流通股本(万股),B股代码,B股简称,B股上市日期,B股总股本(万股),B股流通股本(万股),发行价格,主承销商,公司简介,主营业务
  上海拓太木医疗科技有限公司,  王玮,  —,  上海,  上海市,  上海市金山区张堰镇振康路550号12幢1楼,  wangwei@shttm.com.cn,  www.shttm.com.cn,  一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；计算机及通讯设备租赁；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；五金产品批发；五金产品零售；电子元器件批发；日用百货批发；劳保用品批发；针纺织品零售；电子办公设备零售；第一类医疗器械销售；第二类医疗器械销售，日用口罩（非医用）生产，第一类医疗器械生产，日用口罩（非医用）销售，货物进出口、技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,  有限责任公司(自然人投资或控股),  1000,  人民币,  2020-03-16,  91310116MA1JCYJL75,  F 批发和零售业,  51,  是,  MA1JCYJL-7,,,,,,,,,,,,,,,,,,,,  金山区,,,,,,,,,,,,,,,,,,,
  上海极纺生活用品有限公司,  程翔,  —,  上海,  上海市,  中国(上海)自由贸易试验区临港新片区平港路883-885号2幢3543室,  1024743@qq.com,  http://www.tenviewdesign.com,  一般项目：针纺织品、鞋帽、工艺品及收藏品（象牙及其制品除外）、日用化学品、玩具、卫生洁具、日用百货、文具用品、箱包、灯具、家用电器、母婴用品、家具、厨具卫具及日用杂品的销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,  有限责任公司(自然人投资或控股),  1000,  人民币,  2019-05-09,  91310120MA1HRFGB4M,  M 科学研究和技术服务业,  74,  是,  MA1HRFGB-4,,,,,,,,,,,,,,,,,,,,  奉贤区,,,,,,,,,,,,,,,,,,,
  上海枫墀实业有限公司,  史红伟,  —,  上海,  上海市,  上海市金山区亭林镇兴工路225号1幢6117室,  17601397791@163.com,  ,  机械设备及配件，金属材料，五金机电，家用电器，电子元件，五金交电，电子产品，日用百货，通信设备及相关产品，陶瓷制品，办公文化用品，工艺礼品，针纺织品，橡塑制品，矿产品，纸制品，计算机、软件及辅助设备，汽车，汽车饰品，建筑装潢材料，汽车配件，劳防用品，家具，通讯器材，服装服饰，办公设备，眼镜销售，商务信息咨询，展览展示服务，家用电器维修服务，从事计算机、信息科技领域内的技术开发、技术咨询、技术服务、技术转让，广告设计、制作、代理、发布，电脑图文设计制作，建筑装潢工程，货物或技术进出口（国家禁止或涉及行政审批,  有限责任公司(自然人投资或控股),  300,  人民币,  2019-12-24,  91310116MA1JCQXR31,  F 批发和零售业,  51,  是,  MA1JCQXR-3,,,,,,,,,,,,,,,,,,,,  金山区,,,,,,,,,,,,,,,,,,,
  上海楠馔贸易有限公司,  钟楠楠,  —,  上海,  上海市,  上海市金山工业区定业路98号3幢671室,  fiona@daintysnacks.com,  ,  许可项目：食品经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：化妆品批发；服装服饰批发；母婴用品零售；日用百货批发；珠宝首饰批发；家用电器批发；家具零售；建筑材料批发；化工产品批发（不含危险化学品）；宠物食品及用品批发；工艺美术品及收藏品批发；汽车及零配件批发；玩具、动漫及游艺用品零售；文具用品批发；数据处理和存储支持服务；货物进出口；技术进出口；国际货物运输代理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息咨询服务,  有限责任公司（自然人独资）,  480,  人民币,  2020-03-18,  91310116MA1JCYT84W,  F 批发和零售业,  51,  是,  MA1JCYT8-4,,,,,,,,,,,,,,,,,,,,  金山区,,,,,,,,,,,,,,,,,,,
  上海楷杰精密模塑有限公司,  王新华,  021-60488299,  上海,  上海市,  上海市浦东新区杨高北路528号14幢1-5层,  2260819677@qq.com,  ,  塑料制品、电子产品、机电设备、五金交电、日用百货、纺织品、计算机软硬件的销售及计算机维护，商务咨询，从事货物及技术的进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司(自然人投资或控股),  100,  人民币,  2011-07-27,  913101155791893663,  C 制造业,  3525,  是,  57918936-6,,,,,,,,,,,,,,,,,,,,  浦东新区,,,,,,,,,,,,,,,,,,,
  上海犇牛农业有限公司,  朱家辉,  021-65560015,  上海,  上海市,  上海市虹口区东大名路501号41层03单元,  postmaster@shbn.onaliyun.com,  ,  从事农业科技专业领域内的技术开发，技术服务，技术咨询，技术转让，电子商务（不得从事增值电信、金融业务），装卸服务，货物仓储（除危险化学品），广告设计、制作、代理、发布，市场营销策划，从事货物及技术的进出口业务；道路货物运输；销售食用农产品；食品销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司(自然人投资或控股),  1000,  人民币,  2019-06-20,  91310109MA1G5P586R,  F 批发和零售业,  51,  是,  MA1G5P58-6,,,,,,,,,,,,,,,,,,,,  虹口区,,,,,,,,,,,,,,,,,,,
  上海瑞气气体科技有限公司,  郑州,  021-31586111；021-51361111,  上海,  上海市,  上海市金山区卫昌路293号2幢7717室,  362902056@qq.com,  http://www.rich-china.com,  气体分离设备，液化设备和净化设备，工业自动化仪表，压力管道，空气压缩机，净化设备，阀门，机电成套设备，润滑油，机电设备及配件，压缩机及配件销售，自有设备租赁（不得从事金融租赁），从事货物进出口及技术进出口业务，气体分离设备，液化设备和净化设备，工业自动化仪表（除计量器具）生产加工（限分支经营）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司(自然人投资或控股),  1800,  人民币,  2014-10-11,  9131011631256805XU,  C 制造业,  26,  是,  31256805-X,,,,,,,,,,,,,,,,,,,,  金山区,,,,,,,,,,,,,,,,,,,
  上海瑞熤自动化科技有限公司,  王海峰,  021-60766273,  上海,  上海市,  上海市嘉定区马陆镇天祝路377弄4号337室,  p.feng@rateq-china.com,  http://www.rateq.cn,  从事自动化科技、机电科技、智能科技、电气科技、电子科技、信息科技、软件科技、机械科技、计算机科技、网络科技领域内的技术开发、技术服务、技术咨询、技术转让，软件开发，机械设备及配件的批发、进出口、佣金代理（拍卖除外）及其相关配套服务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司（自然人独资）,  100,  人民币,  2016-08-29,  91310115MA1K3G5W07,  M 科学研究和技术服务业,  74,  是,  MA1K3G5W-0,,,,,,,,,,,,,,,,,,,,  嘉定区,,,,,,,,,,,,,,,,,,,
  上海考瑞科技发展有限公司,  刘禹,  —,  上海,  上海市,  上海市奉贤区新杨公路1800弄2幢2359室,  zhengwei@tzcpa.com,  ,  计算机软件科技领域内的技术开发、技术咨询、技术服务、自有技术转让，计算机软件开发，工业产品设计，计算机系统集成，企业管理咨询，经济贸易咨询（金融信息服务除外），会务服务（主办、承办、会展除外），文化艺术交流与策划（演出经纪除外）；计算机、软件及辅助设备、电子产品的批发、进出口，并提供相关配套服务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请；涉及行政许可的，凭许可证经营）。,  有限责任公司(台港澳法人独资),  1000,  美元,  2019-05-09,  91310000MA1HRF459N,  I 信息传输、软件和信息技术服务业,  65,  是,  MA1HRF45-9,,,,,,,,,,,,,,,,,,,,  奉贤区,,,,,,,,,,,,,,,,,,,
  上海芝松航空科技有限公司,  乔军,  021-68070169,  上海,  上海市,  上海市浦东新区南汇新城镇海洋一路333号1号楼、2号楼,  13501956553@163.com,  ,  航空科技、智能科技、计算机科技、机械科技、自动化科技、环保科技、物联网领域内的技术开发、技术咨询、技术服务、技术转让，网络科技，计算机系统集成，计算机软件开发，数据处理服务，摄影服务，自有设备租赁，智能机器人、电子产品、家用电器、五金交电、文化办公用品、一般劳防用品、机械设备及配件、通讯设备及配件，计算机软件及辅助设备、仪器仪表、电线电缆的销售，货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司(自然人投资或控股),  5000,  人民币,  2019-10-10,  91310115MA1HAUPD61,  C 制造业,  43,  是,  MA1HAUPD-6,,,,,,,,,,,,,,,,,,,,  浦东新区,,,,,,,,,,,,,,,,,,,
  上海莱霓国际贸易有限公司,  欧荷花,  —,  上海,  上海市,  上海市金山区朱泾镇临源街750号5幢435A,  delfinspa@sina.com,  ,  从事货物进出口及技术进出口业务，工艺礼品、五金饰品、鞋帽、日用百货、针纺织品、皮革制品、服装辅料、床上用品、箱包、包装材料、纸制品、通信设备及相关产品、电子数码产品、家居用品、医疗器械（仅限不需医疗器械许可证的品种）销售，电子商务（不得从事增值电信、金融业务）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司(自然人投资或控股),  500,  人民币,  2014-10-11,  91310116312594362L,  F 批发和零售业,  51,  是,  31259436-2,,,,,,,,,,,,,,,,,,,,  金山区,,,,,,,,,,,,,,,,,,,
  上海菲舒针织品有限公司,  徐菲,  —,  上海,  上海市,  上海市松江区泗泾镇高技路655号3幢10层,  ,  ,  针纺织品、纺织原料、服装、服装面料及辅料、玩具、家纺产品、日用百货、建材、五金交电批发零售；从事货物及技术的进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司（自然人独资）,  50,  人民币,  2016-08-30,  91310117MA1J1KR085,  F 批发和零售业,  51,  是,  MA1J1KR0-8,,,,,,,,,,,,,,,,,,,,  松江区,,,,,,,,,,,,,,,,,,,
  上海诚英精密模具有限公司,  李瑞峰,  —,  上海,  上海市,  上海市嘉定区金园六路455号3幢1-3层,  ,  www.chengying-sh.com,  模具、电子产品、塑料制品的生产，模具、电子产品、塑料制品、机械设备及配件设计、销售，橡塑制品、金属制品、机电设备、仪器仪表、五金产品、电动工具、建材、消防器材的销售，从事精密模具技术领域内的技术开发、技术转让、技术咨询、技术服务，货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司（自然人独资）,  100,  人民币,  2019-06-19,  91310114MA1GWCFW87,  C 制造业,  35,  是,  MA1GWCFW-8,,,,,,,,,,,,,,,,,,,,  嘉定区,,,,,,,,,,,,,,,,,,,
  上海鑫森智造科技有限公司,  干阳森,  021-57749990,  上海,  上海市,  上海市松江区茸腾路38号2幢1层,  xinmei19781107@163.com,  ,  一般项目：智能科技、模具科技、机械科技、自动化科技领域内技术开发、技术服务、技术转让，模具、计算机软硬件、金属制品、塑料制品的销售，货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,  有限责任公司(自然人投资或控股),  50,  人民币,  2019-12-25,  91310117MA1J3YL09T,  F 批发和零售业,  52,  是,  MA1J3YL0-9,,,,,,,,,,,,,,,,,,,,  松江区,,,,,,,,,,,,,,,,,,,
  上海钰坤包装材料科技有限公司,  管建光,  —,  上海,  上海市,  上海市青浦区崧泽大道6638弄8号厂房,  shjy_mold@126.com,  ,  许可项目：包装装潢印刷品印刷。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：包装材料科技、新材料科技领域内的技术服务、技术咨询、技术开发、技术转让，货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外），销售自产产品，生产加工包装制品、橡塑制品、塑料制品、玻璃制品、五金交电、模具、印刷材料。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,  有限责任公司(自然人投资或控股),  100,  人民币,  2019-10-28,  91310118MA1JNB3R1K,  C 制造业,  292,  是,  MA1JNB3R-1,,,,,,,,,,,,,,,,,,,,  青浦区,,,,,,,,,,,,,,,,,,,
